,0,1
1190,JoJo,10
1191,Lindisfarne,10
1192,Rihanna,10
1193,Kina Grannis,10
1194,Shakira,10
1195,Kina Grannis,10
1196,The Pussycat Dolls,10
1197,Wahlstedt,10
1198,Lil Uzi Vert,10
1199,Katy Perry,10
1200,Destiny's Child,10
1201,Lil Dicky,10
1202,Jon Bellion,10
1203,Olivia Holt,10
1204,Next,10
1205,SWV,10
1206,Rick Ross,10
1207,Mandy Moore,10
1208,Usher,10
1209,Rick Ross,10
1210,Ben Remember,10
1211,Ariana Grande,10
1212,Future,10
1213,Savage,10
1214,Hayden James,10
1215,Sango,10
1216,Jessy Lanza,10
1217,Mick Jenkins,10
1218,Shocking Blue,10
1219,Hermitude,10
1220,Simon Dunmore,10
1221,DJ Ayres,10
1222,Sísý Ey,10
1223,Father,10
1224,Mykfresh,10
1225,Ezale,10
1226,Breach,10
1227,Snootie Wild,10
1228,Kindness,10
1229,ILoveMakonnen,10
1230,Louis The Child,10
1231,Bobby Shmurda,10
1232,E-40,10
1233,Future,10
1234,Toro y Moi,10
1235,ScHoolboy Q,10
1236,Falcons,10
1237,Tree,10
1238,Tyga,10
1239,A$AP Ferg,10
1240,Koopsta Knicca,10
1241,Claptone,10
1242,Polo & Pan,10
1243,Kanye West,10
1244,Beyoncé,10
1245,New Edition,10
1246,Dom La Nena,10
1247,President T,10
1248,Lethal Bizzle,10
1249,Stormzy,10
1250,Saskilla,10
1251,Skepta,10
1252,Future,10
1253,Azealia Banks,10
1254,Shabazz Palaces,10
1255,A$AP Rocky,10
1256,Beastie Boys,10
1257,Drake,10
1258,Dâm-Funk,10
1259,Sleigh Bells,10
1260,Rich Homie Quan,10
1261,Kanye West,10
1262,Migos,10
1263,DJ Khaled,10
1264,Willie Bobo,10
1265,Future,10
1266,OB OBrien,10
1267,Migos,10
1268,Ezale,10
1269,21 Savage,10
1270,Archie Bell & The Drells,10
1271,A$AP Ferg,10
1272,Blood Orange,10
1273,Drake,10
1274,Lorde,10
1275,The Blackbyrds,10
1276,Juicy J,10
1277,Drake,10
1278,Odd Future,10
1279,Lil Reese,10
1280,Chief Keef,10
1281,5kinAndBone5,10
1282,D'Angelo,10
1283,ILoveMakonnen,10
1284,Father,10
1285,Trinidad James,10
1286,Vic Mensa,10
1287,Barrington Levy,10
1288,Riskay,10
1289,The Cool Kids,10
1290,Lady Leshurr,10
1291,Kendrick Lamar,10
1292,Drake,10
1293,Miguel,10
1294,Paul Wall,10
1295,Stacey Q,10
1296,Rae Sremmurd,10
1297,The Cool Kids,10
1298,Benoit & Sergio,10
1299,E-40,10
1300,Discovery,10
1301,Trina,10
1302,Bad Brains,10
1303,Missy Elliott,10
1304,Creative Source,10
1305,Toni Toni Lee,10
1306,Riff Raff,10
1307,Jeezy,10
1308,Celeda,10
1309,A-1,10
1310,A$AP Ferg,10
1311,A$AP Ferg,10
1312,Brian Pumper,10
1313,Drake,10
1314,Flap Jack,10
1315,Sage The Gemini,10
1316,DJ Khaled,10
1317,Roach Gigz,10
1318,Juicy J,10
1319,Finatticz,10
1320,Matias Aguayo,10
1321,Major Lazer,10
1322,On The House featuring Marshall Jefferson,10
1323,HS87,10
1324,!!!,10
1325,The Partysquad,10
1326,Iamsu!,10
1327,Meek Mill,10
1328,The Neighbourhood,10
1329,Western Tink,10
1330,Iamsu!,10
1331,tUnE-yArDs,10
1332,Hot Chip,10
1333,Sky Saxon & The Seeds,10
1334,Drake,10
1335,Vince Staples,10
1336,ZAYN,10
1337,Snoop Dogg,10
1338,Future,10
1339,Lady Gaga,10
1340,Lil Wayne,10
1341,Disclosure,10
1342,20th Century Steel Band,10
1343,Hailee Steinfeld,10
1344,Cajmere,10
1345,Kygo,10
1346,Drake,10
1347,Kendrick Lamar,10
1348,Drake,10
1349,Kanye West,10
1350,Halsey,10
1351,Cheat Codes,10
1352,Vice,10
1353,YACHT,10
1354,Chris Jeday,10
1355,Future,10
1356,Young Thug,10
1357,Childish Gambino,10
1358,Ty Dolla $ign,10
1359,Farruko,10
1360,Nicky Jam,10
1361,Migos,10
1362,Majid Jordan,10
1363,Kendrick Lamar,10
1364,ZHU,10
1365,Drake,10
1366,Young Thug,10
1367,Young Thug,10
1368,Young Thug,10
1369,Selena Gomez,10
1370,Khalid,10
1371,The Partysquad,11
1372,Frankey,11
1373,Alok,11
1374,Tonstartssbandht,11
1375,Com Truise,11
1376,Deapmash,11
1377,Liquid Liquid,11
1378,Todd Terje,11
1379,Blaqstarr,11
1380,Peaches,11
1381,The Partysquad,11
1382,deadmau5,11
1383,Afrolicious,11
1384,Geoxor,11
1385,Charlie,11
1386,Les Sins,11
1387,Virgo,11
1388,Lapalux,11
1389,Kool & The Gang,11
1390,Part Time,11
1391,Bassjackers,11
1392,Kideko,11
1393,Inner City,11
1394,Nightmares On Wax,11
1395,Partial Arts,11
1396,Crystal Castles,11
1397,ODESZA,11
1398,Frankey,11
1399,Ben Pearce,11
1400,Romare,11
1401,Sweet Valley,11
1402,Dillon Francis and Kill The Noise,11
1403,Ben Pearce,11
1404,EDX,11
1405,Adonis,11
1406,Omega,11
1407,Caribou,11
1408,Ghost Culture,11
1409,Parquet Courts,11
1410,Lifelike,11
1411,Gino Soccio,11
1412,Crystal Castles,11
1413,Blue In Green,11
1414,Jan Blomqvist,11
1415,Bassnectar,11
1416,Allie X,11
1417,Grimes,11
1418,Cut Copy,11
1419,Chris Lake Feat. Laura V,11
1420,Girl Unit,11
1421,Tim Mason,11
1422,John Dahlbäck,11
1423,Santé,11
1424,Tanner Ross,11
1425,Burial,11
1426,Pretty Lights,11
1427,M83,11
1428,MOVEMENT,11
1429,deadmau5,11
1430,Crystal Castles,11
1431,Craig Bratley,11
1432,TV On The Radio,11
1433,The xx,11
1434,Jimmy Edgar,11
1435,Washed Out,11
1436,The Blaze,11
1437,Memoryhouse,11
1438,Funkagenda,11
1439,카우칩스 The CowChips,11
1440,Grimes,11
1441,Disclosure,11
1442,Tove Lo,11
1443,Destructo feat. Oliver,11
1444,DeVotchKa,11
1445,Softwar,11
1446,Night Moves,11
1447,Chrome Sparks,11
1448,Ben Pearce,11
1449,Suyano,12
1450,Scott McKenzie,12
1451,Alanis Morissette,12
1452,Jefferson Airplane,12
1453,Darius Rucker,12
1454,Damien Jurado,12
1455,Danny Brown,12
1456,Erkin Koray,12
1457,Xscape,12
1458,Drake,12
1459,Xscape,12
1460,Jefferson Airplane,12
1461,Young & Sick,12
1462,Crash Test Dummies,12
1463,Demi Lovato,12
1464,Mariah Carey,12
1465,Demi Lovato,12
1466,Demi Lovato,12
1467,Toni Braxton,12
1468,Arctic Monkeys,12
1469,Citizen Way,12
1470,Zedd,12
1471,*NSYNC,12
1472,Julia Michaels,12
1473,Drake,12
1474,Lykke Li,12
1475,Classixx,12
1476,Colin & Caroline,12
1477,Crowder,12
1478,Kina Grannis,12
1479,Birdtalker,12
1480,Kina Grannis,12
1481,En Vogue,12
1482,Boyz II Men,12
1483,Iamsu!,12
1484,Clean Bandit,12
1485,Ellie Holcomb,12
1486,Sammy Brue,12
1487,Kina Grannis,12
1488,Holley Maher,12
1489,Boyz II Men,12
1490,Boyz II Men,12
1491,Leon Bridges,12
1492,*NSYNC,12
1493,Steve Angello,12
1494,Cody Carnes,12
1495,Logic,12
1496,Hollyn,12
1497,The Accidentals,12
1498,Action Bronson,12
1499,The Shirelles,12
1500,MercyMe,12
1501,Love and Theft,12
1502,Sabrina Carpenter,12
1503,ScHoolboy Q,12
1504,DEAN,12
1505,Adam Craig,12
1506,Michael Jackson,12
1507,NELL,12
1508,Jon McLaughlin,12
1509,Jason Aldean,12
1510,The Ronettes,12
1511,Standing Egg,12
1512,Leon Bridges,12
1513,Theophilus London,12
1514,Standing Egg,12
1515,Father,12
1516,Kevin Oh,12
1517,Post Malone,12
1518,James Blake,12
1519,Dynamic Duo,12
1520,The Yardbirds,12
1521,Brett Young,12
1522,Ariel Pink's Haunted Graffiti,12
1523,Wilson Phillips,12
1524,Hyukoh,12
1525,Empress Of,12
1526,Gyepy,12
1527,Meat Loaf,12
1528,Big Brain,12
1529,Flower Soo,12
1530,Sugarbowl,12
1531,Mot,12
1532,Myron & E,12
1533,Timber Timbre,12
1534,Azizi Gibson,12
1535,SunWoo Jung-A,12
1536,Nicolas Jaar,12
1537,Boyce Avenue,12
1538,Okdal,12
1539,Ibadi,12
1540,Cobi,12
1541,A-Trak,12
1542,J. Cole,12
1543,Nina Simone,12
1544,Shania Twain,12
1545,Ariana Grande,12
1546,Hailee Steinfeld,12
1547,Kaleo,12
1548,Wable,12
1549,Jorge Quintero,12
1550,Ty Dolla $ign,12
1551,Bugzy Malone,12
1552,Various Artists,12
1553,Maren Morris,12
1554,4 Non Blondes,12
1555,Chris de Burgh,12
1556,Lil Yachty,12
1557,Michael Jackson,12
1558,Dierks Bentley,12
1559,Ariel Pink's Haunted Graffiti,12
1560,Gerry & The Pacemakers,12
1561,Ne-Yo,12
1562,Ne-Yo,12
1563,SBTRKT,12
1564,Logic,12
1565,Vince Staples,12
1566,Rag'n'Bone Man,12
1567,NEEDTOBREATHE,12
1568,Rhythms Del Mundo,12
1569,Monica,12
1570,Tori Kelly,12
1571,High School Musical Cast,12
1572,PNL,12
1573,Craig David,12
1574,Eighty4 Fly,12
1575,Buscabulla,12
1576,Christina Perri,12
1577,Muddy Waters,12
1578,Steve Cropper,12
1579,Hailee Steinfeld,12
1580,Pops Staples,12
1581,Bugzy Malone,12
1582,King Tubby,13
1583,Three 6 Mafia,13
1584,Feathers,13
1585,DJ Eleven,13
1586,Spin Doctors,13
1587,Fort Minor,13
1588,Dâm-Funk,13
1589,Mariah Carey,13
1590,War,13
1591,Tennis,13
1592,Cassius,13
1593,Zdar,13
1594,Three 6 Mafia,13
1595,Holy Ghost!,13
1596,Justin Timberlake,13
1597,Amy Winehouse,13
1598,Chromeo,13
1599,Depeche Mode,13
1600,Third Eye Blind,13
1601,Spice Girls,13
1602,Hanni El Khatib,13
1603,Dawn Penn,13
1604,Teams vs. Star Slinger,13
1605,*NSYNC,13
1606,Sofia Carson,13
1607,Central Line,13
1608,Neon Indian,13
1609,Michael Jackson,13
1610,Stevie Wonder,13
1611,Janet Jackson,13
1612,Mario,13
1613,Janet Jackson,13
1614,Bohannon,13
1615,M.I.A.,13
1616,Spoon,13
1617,Rich Homie Quan,13
1618,*NSYNC,13
1619,Cloud One,13
1620,*NSYNC,13
1621,William Onyeabor,13
1622,Wyclef Jean,13
1623,Toni Braxton,13
1624,*NSYNC,13
1625,Prince,13
1626,Backstreet Boys,13
1627,Backstreet Boys,13
1628,Tanlines,13
1629,Mýa,13
1630,Backstreet Boys,13
1631,Blackstreet,13
1632,Toni Braxton,13
1633,Chaka Khan,13
1634,Sugar Ray,13
1635,Baio,13
1636,Tuxedo,13
1637,Kero Kero Bonito,13
1638,Destiny's Child,13
1639,Chromeo,13
1640,Destiny's Child,13
1641,The Kooks,13
1642,Natasha Bedingfield,13
1643,Chuck Brown and the Soul Searchers,13
1644,Anna Margaret,13
1645,Generationals,13
1646,Foxygen,13
1647,Bob Marley & The Wailers,13
1648,Disclosure,13
1649,5 Seconds of Summer,13
1650,Caribou,13
1651,Michael Jackson,13
1652,Big Time Rush,13
1653,MIKA,13
1654,Michael Jackson,13
1655,Zapp,13
1656,Holy Ghost!,13
1657,Michael Jackson,13
1658,Blaque,13
1659,Barry White,13
1660,Big Data,13
1661,Gwen Stefani,13
1662,Next,13
1663,Montell Jordan,13
1664,Bill Withers,13
1665,New Radicals,13
1666,Barry White,13
1667,3LW,13
1668,Rene & Angela,13
1669,Marvin Gaye,13
1670,Blood Orange,13
1671,Disclosure,13
1672,Maroon 5,13
1673,Total,13
1674,Ohio Players,13
1675,Daft Punk,13
1676,2 LIVE CREW,13
1677,T. P. Orchestre Poly-Rythmo,13
1678,Dr. John,13
1679,David Bowie,13
1680,J HUS,13
1681,Stormzy,13
1682,Rockwell,13
1683,플랫핏 Flat Feet,13
1684,Wiley,13
1685,Mr. C,13
1686,Zac Brown Band,13
1687,Little Big Town,13
1688,Santigold,13
1689,StaRR Lyfe,13
1690,Paulo Mendonca,13
1691,Electric Guest,13
1692,Lady Antebellum,13
1693,Thomas Rhett,13
1694,Charlie Worsham,13
1695,Keith Urban,13
1696,Frankie Cosmos,13
1697,Rude Paper,13
1698,Tom & Jame,13
1699,Samantha Fox,13
1700,Gary's Gang,13
1701,Chris Lake,13
1702,tUnE-yArDs,13
1703,Rene & Angela,13
1704,The Third Degree,13
1705,T. P. Orchestre Poly-Rythmo,13
1706,Joni Haastrup,13
1707,Humming Urban Stereo,13
1708,Wahlstedt,13
1709,Future Islands,13
1710,Neon Indian,13
1711,William Onyeabor,13
1712,T. Rex,13
1713,Boston Bun,13
1714,Worlds Famous Supreme Team,13
1715,New Order,13
1716,Ebo Taylor,13
1717,Ezale,13
1718,Todd Osborn,13
1719,Luis Fonsi,13
1720,Maluma,13
1721,Wisin,13
1722,MercyMe,13
1723,Maggie Lindemann,13
1724,Niall Horan,13
1725,French Montana,13
1726,Jason Derulo,13
1727,Bruno Mars,13
1728,Nicki Minaj,13
1729,Gym Class Heroes,13
1730,Taio Cruz,13
1731,Modern Folk Üçlüsü,13
1732,Gwen Stefani,13
1733,MKTO,13
1734,Robin Thicke,13
1735,Dillon Francis,13
1736,Kesha,13
1737,Selena Gomez & The Scene,13
1738,David Guetta,13
1739,Flo Rida,13
1740,Daft Punk,13
1741,Natalie La Rose,13
1742,Sean Kingston,13
1743,Holly Starr,13
1744,Shawn Mendes,13
1745,Charlie Puth,13
1746,TR/ST,13
1747,Shakira,13
1748,J Balvin,13
1749,Zion & Lennox,13
1750,Le Youth,13
1751,Shakira,13
1752,Funkadelic,13
1753,Wisin,13
1754,New Order,13
1755,IAmChino,13
1756,Sebastian Yatra,13
1757,Prince Royce,13
1758,Alejandro Fernandez,13
1759,Enrique Iglesias,13
1760,Daddy Yankee,13
1761,Daddy Yankee,13
1762,Reik,13
1763,Juanes,13
1764,Jasmine Murray,13
1765,Carlos Vives,13
1766,Luis Fonsi,13
1767,Leon Haywood,13
1768,Pitchben,13
1769,Patrick Di Stefano,13
1770,Better Than Ezra,13
1771,Fela Kuti,13
1772,Lunatic,13
1773,Inner City,13
1774,A-Trak,13
1775,Hot Chip,13
1776,Imagination Movers,13
1777,Hot Chip,13
1778,Grum,13
1779,Parcels,13
1780,Icona Pop,13
1781,YACHT,13
1782,Beach House,13
1783,Bay Ledges,13
1784,Orlando Julius,13
1785,Azari & III,13
1786,Lady Gaga,13
1787,Purity Ring,13
1788,Punkin Machine,13
1789,2 Chainz,13
1790,Santana,13
1791,Hot Chip,13
1792,After The Fire,13
1793,Nickodemus,13
1794,Grimes,13
1795,Michael Jackson,13
1796,Britney Spears,13
1797,Fetty Wap,13
1798,New Order,13
1799,A Tribe Called Quest,13
1800,Major Lazer,13
1801,Afrojack,13
1802,Wild Belle,13
1803,Bibio,13
1804,Gucci Mane,13
1805,Crazy P,13
1806,R3hab,13
1807,Tanlines,13
1808,Shakira,13
1809,The Clash,13
1810,Nico & Vinz,13
1811,The Black Eyed Peas,13
1812,Ify Jerry Crusade,13
1813,Canyons,13
1814,Shakira,13
1815,Toots & The Maytals,13
1816,EMP DASME,13
1817,Daft Punk,13
1818,Meek Mill,13
1819,DJ Raff,13
1820,DNCE,13
1821,Hoodfellas,13
1822,Discodeine,13
1823,Burak Yeter,13
1824,Project Pat,13
1825,Loote,13
1826,Little Mix,13
1827,Bruno Mars,13
1828,Fool's Gold,13
1829,Julia Michaels,13
1830,Usher,13
1831,Shawn Mendes,13
1832,DJ Khaled,13
1833,Average White Band,13
1834,Horace Andy,13
1835,Michael Bolton,13
1836,Britney Spears,13
1837,Leo's Sunshipp,13
1838,Portugal. The Man,13
1839,Paramore,13
1840,Black Harmony,13
1841,ASTR,13
1842,Earl Sweatshirt,13
1843,Quadron,13
1844,Daft Punk,13
1845,Billie Piper,13
1846,Tame Impala,13
1847,J. Dash,13
1848,Red Hot Chili Peppers,13
1849,The Cheeky Girls,13
1850,Hercules & Love Affair,13
1851,Disclosure,13
1852,Black Lace,13
1853,Duck Sauce,13
1854,Yelle,13
1855,Kate Boy,13
1856,Kate Boy,13
1857,Danny Brown,13
1858,Billy Ray Cyrus,13
1859,Jennifer Lopez,13
1860,Wiley,13
1861,Sky Ferreira,13
1862,Martin Solveig,13
1863,The Offspring,13
1864,Icona Pop,14
1865,Bassnectar,14
1866,Foo Fighters,14
1867,Run The Jewels,14
1868,Martin Garrix,14
1869,Lost Kings,14
1870,Steve Aoki,14
1871,San Holo,14
1872,Tommie Sunshine,14
1873,Matchbox Twenty,14
1874,The Chainsmokers,14
1875,WALK THE MOON,14
1876,WALK THE MOON,14
1877,Lil Zay Poppin,14
1878,Riff Raff,14
1879,The Goo Goo Dolls,14
1880,Kuuro,14
1881,Ty Segall,14
1882,FIDLAR,14
1883,Mikal Cronin,14
1884,The End At The Beginning,14
1885,Risking It All,14
1886,Conjonctive,14
1887,Lorna Shore,14
1888,Within The Ruins,14
1889,Buried Side,14
1890,Luke Combs,14
1891,Jillian Jacqueline,14
1892,Shadow of Intent,14
1893,Chelsea Grin,14
1894,Skrillex,14
1895,Hyukoh,14
1896,Beach House,14
1897,CHVRCHES,14
1898,DILLY DALLY,14
1899,Rick Ross,14
1900,Pond,14
1901,Rick Ross,14
1902,Buku,14
1903,Yellow Claw,14
1904,Showtek,14
1905,Noisia,14
1906,Sam F,14
1907,The Gaslamp Killer,14
1908,Antwon,14
1909,Cedric Gervais,14
1910,Keys N Krates,14
1911,Bougenvilla,14
1912,Martin Garrix,14
1913,Extortionist,14
1914,The Machinist,14
1915,Zac Brown Band,14
1916,Jason Aldean,14
1917,The Killers,14
1918,Benny Benassi,14
1919,David Guetta,14
1920,T.I.,14
1921,Kim Walker-Smith,14
1922,Machine Gun Kelly,14
1923,Aaron Shust,14
1924,North Point InsideOut,14
1925,Reba McEntire,14
1926,Miley Cyrus,14
1927,Derek Minor,14
1928,Imagine Dragons,14
1929,Lauren Daigle,14
1930,Passion,14
1931,DOLF,14
1932,one sonic society,14
1933,We Are Messengers,14
1934,Cody Carnes,14
1935,Victim Of Deception,14
1936,A Wake in Providence,14
1937,Thy Art Is Murder,14
1938,To The Grave,14
1939,Into Oblivion,14
1940,Until We Die,14
1941,Altered Perceptions,14
1942,I Shall Devour,14
1943,I Declare War,14
1944,Neberu,14
1945,Whitechapel,14
1946,Mycelia,14
1947,Phil Wickham,14
1948,Yellow Claw,14
1949,Jack White,14
1950,Harry Styles,14
1951,Martin Solveig,14
1952,Beach House,14
1953,Eminem,14
1954,A Day To Remember,14
1955,Volbeat,14
1956,Neck Deep,14
1957,Thrice,14
1958,System Of A Down,14
1959,Cults,14
1960,Kings of Leon,14
1961,The Rapture,14
1962,FIDLAR,14
1963,Purity Ring,14
1964,Tame Impala,14
1965,Juveniles,14
1966,Fat Tony,14
1967,Terror Train,14
1968,ScHoolboy Q,14
1969,Jon McLaughlin,14
1970,Jauz,14
1971,Elephant,14
1972,JoJo,14
1973,JoJo,14
1974,The Orwells,14
1975,Ty Segall,14
1976,Grimes,14
1977,Future Islands,14
1978,Kanye West,14
1979,Cathedrals,14
1980,The Districts,14
1981,Atlas Sound,14
1982,Gin Blossoms,14
1983,Lemonade,14
1984,Purity Ring,14
1985,Phantogram,14
1986,Kanye West,14
1987,Demi Lovato,14
1988,ASTR,14
1989,Autre Ne Veut,14
1990,Crystal Castles,14
1991,Best Coast,14
1992,MiM0SA,14
1993,Brillz & Teddy Tuxedo,14
1994,Benny Benassi,14
1995,CHVRCHES,14
1996,Iamsu!,14
1997,The Partysquad,14
1998,Kaskade,14
1999,Hardwell,14
2000,Breathe Carolina,14
2001,IZECOLD,14
2002,Tommy Trash,14
2003,Dash Berlin,14
2004,Madison Mars,14
2005,Galantis,14
2006,Marshmello,14
2007,Sebastian Ingrosso,14
2008,Status Quo,14
2009,Gary Clark Jr.,14
2010,Alesso,14
2011,M83,14
2012,Grimes,14
2013,Dirty South,14
2014,Friction,14
2015,FIDLAR,14
2016,Bleachers,14
