,0,1
1213,Alanis Morissette,7
1214,Mac Demarco,7
1215,M83,7
1216,Kaskade,7
1217,Owl City,7
1218,Alan Walker,7
1219,ASTR,7
1220,Hippie Sabotage,7
1221,M83,7
1222,Kilo Kish,7
1223,Gerry & The Pacemakers,7
1224,Michael Jackson,7
1225,DyoN Joo,7
1226,Travis Scott,7
1227,Ariana Grande,7
1228,The Chambers Brothers,7
1229,Monica,7
1230,M83,7
1231,Autre Ne Veut,7
1232,Christina Perri,7
1233,Rick Ross,7
1234,Ace Hood,7
1235,Perfume Genius,7
1236,Myron & E,7
1237,Travis Scott,7
1238,Grizzly Bear,7
1239,Hayden James,7
1240,2milly,7
1241,Bryan Adams,7
1242,The Weeknd,7
1243,Bryson Tiller,7
1244,Killer Mike,7
1245,Cathedrals,7
1246,ScHoolboy Q,7
1247,Alan Walker,7
1248,Young Thug,7
1249,Halsey,7
1250,Swedish House Mafia,7
1251,DubVision,7
1252,A$AP Rocky,7
1253,Ben Remember,7
1254,Liz Phair,7
1255,Demi Lovato,7
1256,ASTR,7
1257,Willow,7
1258,San Holo,7
1259,Martin Garrix,7
1260,Standing Egg,7
1261,Angel Olsen,7
1262,Boyz II Men,7
1263,JP Cooper,7
1264,Sabrina Carpenter,7
1265,Beach House,7
1266,Crash Test Dummies,7
1267,Little Mix,7
1268,Birdtalker,7
1269,Shlohmo,7
1270,Blackbear,7
1271,Jack Back,7
1272,Future,7
1273,Harry Styles,7
1274,Crystal Castles,7
1275,HAIM,7
1276,DJ Rashad,7
1277,ScHoolboy Q,7
1278,Booba,7
1279,Adventure Club,7
1280,Eighty4 Fly,7
1281,Skip Marley,7
1282,Captain Beefheart & His Magic Band,8
1283,Al Massrieen,8
1284,Santo & Johnny,8
1285,Vato Gonzalez,8
1286,Classixx,8
1287,Jorge Quintero,8
1288,Ultimate Painting,8
1289,Gayngs,8
1290,Gayngs,8
1291,Burial,8
1292,Skrillex,8
1293,Grimes,8
1294,Beach House,8
1295,Fats Domino,8
1296,Thundercat,8
1297,MOVEMENT,8
1298,Whitney,8
1299,George McCrae,8
1300,Pops Staples,8
1301,Amadou & Mariam,8
1302,Ebo Taylor,8
1303,Ariel Pink's Haunted Graffiti,8
1304,Damien Jurado,8
1305,DeVotchKa,8
1306,James Blake,8
1307,Nicolas Jaar,8
1308,Solange,8
1309,Memoryhouse,8
1310,The xx,8
1311,Arcade Fire,8
1312,Sugarman Three,8
1313,Ida Engberg,8
1314,James Blake,8
1315,Joshua Redman,8
1316,Gayngs,8
1317,Joe Lovano,8
1318,Jacky Terrasson,8
1319,Jungle,8
1320,Johnny Hodges,8
1321,Dumbo Gets Mad,8
1322,Trio X of Sweden,9
1323,Sassy Players,9
1324,Pink Floyd,9
1325,Yelena Eckemoff,9
1326,John Williams,9
1327,Grace Kelly,9
1328,Nikolaus Harnoncourt,9
1329,John Moulder,9
1330,Ellie & The Bunch,9
1331,Esbjörn Svensson Trio,9
1332,Passport Quartet,9
1333,Triosence,9
1334,Enrico Pieranunzi,9
1335,Terence Blanchard,9
1336,The Hot Sardines,9
1337,Ben Wolfe,9
1338,Joey Alexander,9
1339,Enrico Pieranunzi,9
1340,Tom Tykwer,9
1341,David Hazeltine,9
1342,Ray Bryant,9
1343,Bill Charlap,9
1344,Roy Hargrove,9
1345,Lee Morgan,9
1346,Art Pepper,9
1347,Branford Marsalis,9
1348,Modest Mussorgsky,9
1349,Teddy Wilson,9
1350,Xavier Davis,9
1351,Oscar Peterson Trio,9
1352,Gene Ammons,9
1353,Anthony Wonsey Trio,9
1354,Edvard Grieg,9
1355,Robert Schumann,9
1356,Wilhelm Stenhammar,9
1357,Robert Schumann,9
1358,John Williams,9
1359,Franz Schubert,9
1360,Camille Saint-Saëns,9
1361,Ludwig van Beethoven,9
1362,Felix Mendelssohn,9
1363,Bill Evans,9
1364,Marcus Roberts,9
1365,Christian McBride,9
1366,Frédéric Chopin,9
1367,Marcus Gilmore,9
1368,Beegie Adair,9
1369,Wynton Marsalis,9
1370,Brad Mehldau Trio,9
1371,Mulgrew Miller,9
1372,Bill Mobley,9
1373,Scott Hamilton,9
1374,McCoy Tyner,9
1375,Seamus Blake,9
1376,Jan Lundgren Trio,9
1377,Kenny Garrett,9
1378,Hank Jones,9
1379,"Tommy Flanagan, Ron Carter & Tony Williams",9
1380,Dan Cray Trio,9
1381,Ibrahim Maalouf,9
1382,Nicholas Payton,9
1383,Julian Dash,9
1384,Maroon 5,10
1385,Dimitri Vegas & Like Mike,10
1386,Cloud Nothings,10
1387,Victorious Cast,10
1388,Owl City,10
1389,Hot Chip,10
1390,Danny Brown,10
1391,DJ Khaled,10
1392,New Order,10
1393,Flosstradamus & DJ Sliink,10
1394,Tonic,10
1395,Allah-Las,10
1396,Lil Dicky,10
1397,Disclosure,10
1398,Owl City,10
1399,ODESZA,10
1400,Crystal Castles,10
1401,Sammy Adams,10
1402,Victorious Cast feat. Victoria Justice and Ariana Grande,10
1403,Big Time Rush,10
1404,UGK,10
1405,How To Rock Cast,10
1406,Geri Halliwell,10
1407,Big Time Rush,10
1408,Big Time Rush,10
1409,Diplo,10
1410,Dâm-Funk,10
1411,Big Time Rush,10
1412,The Chainsmokers,10
1413,Soul For Real,10
1414,Toad The Wet Sprocket,10
1415,JoJo,10
1416,Victorious Cast,10
1417,WALK THE MOON,10
1418,Victorious Cast,10
1419,Sam Sparro,10
1420,Gareth Emery,10
1421,Zeds Dead,10
1422,Harry Styles,10
1423,Roy Ayers Ubiquity,10
1424,Demi Lovato,10
1425,Global Deejays,10
1426,Wahlstedt,10
1427,Hanni El Khatib,10
1428,WILD,10
1429,Beyoncé,10
1430,ASTR,10
1431,Mr Little Jeans,10
1432,Sky Ferreira,10
1433,CHVRCHES,10
1434,Majozi,10
1435,Rick Ross,10
1436,St. Lucia,10
1437,Hoodfellas,10
1438,Bag Raiders,10
1439,Max Frost,10
1440,Pierce Fulton,10
1441,Chris Lake,10
1442,Swedish House Mafia,10
1443,Chief Keef,10
1444,Crystal Castles,10
1445,Pegboard Nerds,10
1446,Empire of the Sun,10
1447,Paper Diamond,10
1448,The Vamps,10
1449,Michael Brun,10
1450,Flux Pavilion,10
1451,Blessid Union Of Souls,10
1452,Duke Dumont,10
1453,Arcade Fire,10
1454,Anne-Marie,10
1455,Riff Raff,10
1456,Eagle-Eye Cherry,10
1457,Tim Berg,10
1458,Disclosure,10
1459,Beyoncé,10
1460,Dustin Lynch,10
1461,Nine Days,10
1462,Ify Jerry Crusade,10
1463,Purity Ring,10
1464,Ezale,10
1465,Neon Indian,10
1466,Katy Perry,10
1467,Lit,10
1468,Jonas Blue,10
1469,Little Mix,10
1470,Imagine Dragons,10
1471,Kid Cudi,10
1472,The Chainsmokers,10
1473,G-Eazy,10
1474,Bebe Rexha,10
1475,Ananda Shankar,10
1476,Cascada,10
1477,Miley Cyrus,10
1478,Big Time Rush,10
1479,OneRepublic,10
1480,Jagwar Ma,10
1481,Fall Out Boy,10
1482,Fall Out Boy,10
1483,Migos,10
1484,ASTR,10
1485,P!nk,10
1486,Flo Rida,10
1487,The Wanted,10
1488,Jordan Feliz,10
1489,Mötley Crüe,10
1490,The Afters,10
1491,Mallary Hope,10
1492,Son Little,10
1493,Colton Dixon,10
1494,Hunter Hayes,10
1495,Professor Murder,10
1496,Ryan Stevenson,10
1497,Chris Tomlin,10
1498,Fall Out Boy,10
1499,Kim Walker-Smith,10
1500,Bea Miller,10
1501,Sara Bareilles,10
1502,James Brown,10
1503,Rihanna,10
1504,Lord Echo,10
1505,Flo Rida,10
1506,Pitbull,10
1507,Pitbull,10
1508,Phantogram,10
1509,B.o.B,10
1510,GENER8ION,10
1511,Sleigh Bells,10
1512,Jess Glynne,10
1513,Fetty Wap,10
1514,Crystal Castles,10
1515,Bea Miller,10
1516,Drake,10
1517,Ryan Kinder,10
1518,Dylan Schneider,10
1519,Hanson,10
1520,Passion Pit,10
1521,Kane Brown,10
1522,Blake Shelton,10
1523,Solange,10
1524,Zac Brown Band,10
1525,Grum,10
1526,Thomas Rhett,10
1527,Brett Eldredge,10
1528,Kip Moore,10
1529,Lady Antebellum,10
1530,Charlie Worsham,10
1531,Chris Bandi,10
1532,Carte Blanche (feat. Alexis Taylor),10
1533,Brantley Gilbert,10
1534,Rascal Flatts,10
1535,Michelle Branch,10
1536,Prince,10
1537,Florida Georgia Line,10
1538,Cole Swindell,10
1539,Zion & Lennox,10
1540,Missy Elliott,10
1541,Piso 21,10
1542,Rick Ross,10
1543,Chino & Nacho,10
1544,Chris Brown,10
1545,Nacho,10
1546,Duke Dumont,10
1547,James Pants,10
1548,Ricky Martin,10
1549,Jess Glynne,10
1550,CNCO,10
1551,Pitbull,10
1552,The Lemonheads,10
1553,Michael Jackson,10
1554,Danny Ocean,10
1555,Danny Brown,10
1556,Milli Vanilli,10
1557,Lethal Bizzle,10
1558,Trent Harmon,10
1559,The Click Five,10
1560,Stormzy,10
1561,Lindsay Lohan,10
1562,Mac Demarco,10
1563,OneRepublic,10
1564,HAIM,10
1565,The Rolling Stones,10
1566,Kendrick Lamar,10
1567,Shy Glizzy,10
1568,Avril Lavigne,10
1569,Nickelback,10
1570,Epsilons,10
1571,Statik Selektah,10
1572,Ed Sheeran,10
1573,Meek Mill,10
1574,Simon Dunmore,10
1575,Skrillex,10
1576,"Lee ""Scratch"" Perry",10
1577,The Avalanches,10
1578,Oohyo,10
1579,Wyclef Jean,10
1580,FIDLAR,10
1581,Yeasayer,10
1582,WALK THE MOON,10
1583,Electric Six,10
1584,Hillsong Young & Free,10
1585,The Stooges,10
1586,Crystal Castles,10
1587,Surkin,10
1588,Paper Diamond,10
1589,Ezra Vine,10
1590,Kris Kross,10
1591,Action Bronson,10
1592,Tame Impala,10
1593,Ty Segall,10
1594,WALK THE MOON,10
1595,Vic Mensa,10
1596,Cut Copy,10
1597,We Are Messengers,10
1598,Disclosure,10
1599,tobyMac,10
1600,Tom & Jame,10
1601,The Go! Team,10
1602,Matthew Dear,10
1603,Wiz Khalifa,10
1604,Arctic Monkeys,10
1605,WALK THE MOON,10
1606,Insane Clown Posse,10
1607,Majid Jordan,10
1608,Fetty Wap,10
1609,Tijuana Panthers,10
1610,TV On The Radio,10
1611,Kiso,10
1612,Craig David,11
1613,Jon and Roy,11
1614,Tame Impala,11
1615,The Olympics,11
1616,Montell Jordan,11
1617,Diddy,11
1618,Chief Keef,11
1619,Jagged Edge,11
1620,Dusty Springfield,11
1621,Hayden James,11
1622,Joe,11
1623,Funkadelic,11
1624,CNCO,11
1625,Atmosphere,11
1626,Piso 21,11
1627,James Mason,11
1628,Marcos Valle,11
1629,Destiny's Child,11
1630,Flatbush Zombies,11
1631,Kina Grannis,11
1632,J HUS,11
1633,Dirtcaps,11
1634,Sage The Gemini,11
1635,Teams vs. Star Slinger,11
1636,AJ Tracey,11
1637,James Brown,11
1638,Eric Burdon,11
1639,Lykke Li,11
1640,Yelle,11
1641,The Ronettes,11
1642,Clazziquai Project,11
1643,Sam Hunt,11
1644,Wale,11
1645,Shania Twain,11
1646,The Chiffons,11
1647,The Strange Boys,11
1648,Lesley Gore,11
1649,Savage Garden,11
1650,2 Chainz,11
1651,The Sonics,11
1652,Only Real,11
1653,Horace Andy,11
1654,The Marvelettes,11
1655,Thundercat,11
1656,Ohio Players,11
1657,The Black On White Affair,11
1658,Magic City Hippies,11
1659,Joe Cuba,11
1660,"Bobby ""Blue"" Bland",11
1661,Jason Derulo,11
1662,Toyan,11
1663,Cream,11
1664,Ekkah,11
1665,Polina,11
1666,Savage Garden,11
1667,Barney,11
1668,Aire Atlantica,11
1669,Rita Ora,11
1670,The Kids Band,11
1671,Nicki Minaj,11
1672,Ebo Taylor,11
1673,Donnie Trumpet,11
1674,Marvin Gaye,11
1675,Joe Dolce,11
1676,Stalking Gia,11
1677,John Mayer,11
1678,Portugal. The Man,11
1679,Los Del Rio,11
1680,Umit Aksu Orkestrasi,11
1681,Macy Gray,11
1682,Vulfpeck,11
1683,Ariana Grande,11
1684,Young Thug,11
1685,Fathers Children,11
1686,Brenton Wood,11
1687,Glass Animals,11
1688,Ed Sheeran,11
1689,WALK THE MOON,11
1690,10cm,11
1691,Del Amitri,11
1692,Destiny's Child,11
1693,Orlando Julius,11
1694,Drake,11
1695,Zapp,11
1696,The Funkees,11
1697,Foxygen,11
1698,Zapp,11
1699,Leon Haywood,11
1700,The Contours,11
1701,The Sonics,11
1702,Humming Urban Stereo,11
1703,Cream,11
1704,AlunaGeorge,11
1705,Xscape,11
1706,Rob Curly,11
1707,T. P. Orchestre Poly-Rythmo,11
1708,Pearl Jam,11
1709,MØ,11
1710,Mac Demarco,11
1711,Dirty Projectors,11
1712,Vampire Weekend,11
1713,Kiiara,11
1714,Calvin Harris,11
1715,Afrojack,11
1716,Clean Bandit,11
1717,Michael Bolton,12
1718,Tori Kelly,12
1719,Ne-Yo,12
1720,Lil Zay Poppin,12
1721,StaRR Lyfe,12
1722,Ne-Yo,12
1723,Jaykae,12
1724,Hanni El Khatib,12
1725,Saskilla,12
1726,Stormzy,12
1727,Bugzy Malone,12
1728,Discovery,12
1729,Kano,12
1730,President T,12
1731,The Cool Kids,12
1732,Dave,12
1733,Bonkaz,12
1734,Wiley,12
1735,Chris Jeday,12
1736,J Balvin,12
1737,Paul Wall,12
1738,The Cool Kids,12
1739,Meek Mill,12
1740,Iamsu!,12
1741,Khalid,12
1742,Lady Leshurr,12
1743,Disclosure,12
1744,Far East Movement,12
1745,Falcons,12
1746,Stormzy,12
1747,Dynamic Duo,12
1748,Run The Jewels,12
1749,Azealia Banks,12
1750,"Bobby ""Boris"" Pickett",12
1751,Snoop Dogg,12
1752,OB OBrien,12
1753,NxWorries,12
1754,Heems,12
1755,Pretty Sister,12
1756,Childish Gambino,12
1757,Ty Dolla $ign,12
1758,ILoveMakonnen,12
1759,Koopsta Knicca,12
1760,Blu,12
1761,A-1,12
1762,Hermitude,12
1763,Louis The Child,12
1764,Brian Pumper,12
1765,Sango,12
1766,Action Bronson,12
1767,Johnny Osbourne,12
1768,Sleigh Bells,12
1769,Hermitude,12
1770,HS87,12
1771,Future,12
1772,Odd Future,12
1773,Problem,12
1774,Demi Lovato,12
1775,Lunatic,12
1776,Rick Ross,12
1777,Trinidad James,12
1778,Chaz Van Queen,12
1779,Young M.A.,12
1780,Wahlstedt,12
1781,J. Cole,12
1782,Borgore,12
1783,Danny Brown,12
1784,A-Trak,12
1785,Jon Bellion,12
1786,Machine Gun Kelly,12
1787,Star Slinger,12
1788,Das Racist,12
1789,DJ Eleven,12
1790,Rag'n'Bone Man,12
1791,IZECOLD,12
1792,Trinidad James,12
1793,J. Cole,12
1794,Glass Animals,13
1795,Jerry Townes,13
1796,Mandy Moore,13
1797,Warpaint,13
1798,Miles Davis,13
1799,Lou Donaldson,13
1800,Bob Berg,13
1801,Joshua Redman,13
1802,Dusty Springfield,13
1803,The Righteous Brothers,13
1804,Leon Bridges,13
1805,How To Dress Well,13
1806,Rose Royce,13
1807,Bill Charlap,13
1808,David Halliday,13
1809,Nick Berry,13
1810,Sam Tsui feat. Kina Grannis,13
1811,Vampire Weekend,13
1812,Rhye,13
1813,Radiohead,13
1814,Radiohead,13
1815,Rihanna,13
1816,Carl Philipp Emanuel Bach,13
1817,Franz Schubert,13
1818,Kate Bush,13
1819,Perfume Genius,13
1820,Christian Scott,13
1821,Karina Vismara,13
1822,Duke Ellington,13
1823,Stan Getz,13
1824,Pops Staples,13
1825,The Harmaleighs,13
1826,Kina Grannis,13
1827,Joseph,13
1828,Pop Staples,13
1829,Ruth B.,13
1830,Zara Larsson,13
1831,Phil Woods,13
1832,Lullanas,13
1833,The xx,13
1834,Mot,13
1835,Céline Dion,13
1836,Modest Mussorgsky,13
1837,How To Dress Well,13
1838,SZA,13
1839,alt-J,13
1840,Donnie & Joe Emerson,13
1841,Sarah Reeves,13
1842,SBGB,13
1843,Tauren Wells,13
1844,Natalie Grant,13
1845,Casting Crowns,13
1846,for KING & COUNTRY,13
1847,Nathan Sykes,13
1848,Kim Walker-Smith,13
1849,Mandisa,13
1850,Nathan Sykes,13
1851,도시총각 Dosichonggak,13
1852,Brown Bird,13
1853,Sentimental Scenery,13
1854,Carly Simon,13
1855,Stanley Turrentine,13
1856,Charles Mingus,13
1857,Scott Hamilton,13
1858,John Coltrane,13
1859,Kim Woo-Joo,13
1860,Bon Iver,13
1861,Lord Huron,13
1862,Only U,13
1863,Dean Lewis,13
1864,Boyce Avenue,13
1865,Zac Brown Band,13
1866,Tim McGraw,13
1867,Miranda Lambert,13
1868,Chris Stapleton,13
1869,Urban Zakapa,13
1870,Jon McLaughlin,13
1871,Hot Chip,14
1872,Matias Aguayo,14
1873,Hot Chip,14
1874,Kendrick Lamar,14
1875,tUnE-yArDs,14
1876,Rihanna,14
1877,Shabazz Palaces,14
1878,E-40,14
1879,The Pussycat Dolls,14
1880,Kindness,14
1881,Passion Pit,14
1882,Kina Grannis,14
1883,Dom La Nena,14
1884,Jamie xx,14
1885,Kanye West,14
1886,ILoveMakonnen,14
1887,Young Thug,14
1888,Young Thug,14
1889,Young Thug,14
1890,Ty Dolla $ign,14
1891,Jamie xx,14
1892,Father,14
1893,Young Thug,14
1894,Lil Yachty,14
1895,Honey Claws,14
1896,Drake,14
1897,Kill The Noise,14
1898,Drake,14
1899,Future,14
1900,Rae Sremmurd,14
1901,CHVRCHES,14
1902,Father,14
1903,Swishahouse,14
1904,Ibeyi,14
1905,Autre Ne Veut,14
1906,Rick Ross,14
1907,YACHT,14
1908,Kanye West,14
1909,Drake,14
1910,Drake,14
1911,Drake,14
1912,Future,14
1913,Kanye West,14
1914,Ibeyi,14
1915,Kelela,14
1916,Rae Sremmurd,14
1917,Drake,14
1918,Jamie xx,14
1919,Father,14
1920,ILoveMakonnen,14
1921,Jessy Lanza,14
1922,Riskay,14
1923,Future,14
1924,Justice,14
1925,Drake,14
1926,JAY Z,14
1927,Lil Wayne,14
1928,Drake,14
1929,ZAYN,14
1930,Future,14
1931,The Chainsmokers,14
1932,Kendrick Lamar,14
1933,Vice,14
1934,Halsey,14
1935,Hailee Steinfeld,14
1936,Stormzy,14
1937,Bugzy Malone,14
1938,Kanye West,14
1939,Shabazz Palaces,14
1940,Dâm-Funk,14
1941,LION BABE,14
1942,KAYTRANADA,14
1943,Migos,14
1944,Kendrick Lamar,14
1945,Shakira,14
1946,10cm,14
1947,Neon Bunny,14
1948,G-Eazy,14
1949,Porter Robinson,14
1950,David Guetta - Sébastian Ingrosso - Joachim Garraud - Chris Willis - Steve Angello,14
1951,Janet Jackson,14
1952,Backstreet Boys,14
1953,Katy Perry,14
1954,Olivia Holt,14
1955,Lil Uzi Vert,14
1956,Katy Perry,14
1957,Migos,14
1958,Wahlstedt,14
1959,Rick Ross,14
1960,Rick Ross,14
1961,Wyclef Jean,14
1962,Meek Mill,14
1963,J. Cole,14
1964,Usher,14
1965,J. Cole,14
1966,J. Cole,14
1967,Destiny's Child,14
1968,Mýa,14
1969,Benoit & Sergio,14
1970,Ezale,14
1971,Jamie xx,14
1972,Juicy J,14
1973,Kendrick Lamar,14
1974,The Partysquad,14
1975,Iamsu!,14
1976,The Neighbourhood,14
1977,Iamsu!,14
1978,Bad Brains,14
1979,Juicy J,14
1980,Drake,14
1981,Lil Reese,14
1982,Chief Keef,14
1983,Booba,14
1984,Chief Keef,14
1985,Barrington Levy,14
1986,Kendrick Lamar,14
1987,Miguel,14
1988,Clyde Carson,14
1989,E-40,14
1990,Azealia Banks,14
1991,Flap Jack,14
1992,Drake,14
1993,A$AP Ferg,14
1994,A$AP Ferg,14
1995,Future,14
1996,Xscape,14
1997,Markus Maximus,14
1998,Trendsetter,14
1999,Trendsetter,14
2000,Steve Cropper,14
2001,Snootie Wild,14
2002,Bobby Shmurda,14
2003,Kina Grannis,14
2004,The Cranberries,14
2005,Glass Candy,14
2006,A$AP Ferg,14
2007,A$AP Ferg,14
2008,Drake,14
2009,Janelle Monáe,14
2010,Lorde,14
2011,Riff Raff,14
2012,Jeezy,14
2013,DJ Khaled,14
2014,Celeda,14
2015,Tyga,14
2016,Future,14
